id_puesto,titulo_puesto,descripcion_puesto,area_del_puesto,modalidad_de_trabajo,horas_semanales,fecha_inicio,duracion_del_puesto,sueldo_aproximado
CRI008,Analista de ADN Forense,"Procesamiento y validación de perfiles genéticos.",Genética Forense,Presencial,40,2025-08-22,24,4500
CRI009,Consultor Criminalístico Freelance,"Peritaje para procesos jurídicos.",Consultoría Forense,Remoto,30,2025-08-08,20,3000
CRI010,Docente de Criminalística,"Imparte cursos en instituto técnico o universitario.",Docencia Técnica,Presencial,20,2025-08-10,24,3200
ADM001,Administrador Portuario,"Gestión operativa y administrativa de terminal portuario.",Administración Portuaria,Presencial,48,2025-08-01,Indefinido,6400
ADM002,Coordinador de Operaciones Marítimas,"Planificación y supervisión de embarques.",Operaciones Marítimas,Presencial,45,2025-08-10,24,8000
ADM003,Supervisor de Logística Naviera,"Control de carga, tránsito y documentación.",Logística Marítima,Presencial,45,2025-08-05,24,7000
ADM004,Especialista en Seguridad Marítima,"Implementación de normas IMO y gestión HSE.",Seguridad Marítima,Presencial,40,2025-08-20,24,7500
ADM005,Inspector Marítimo Senior,"Inspección técnica de buques y certificación.",Inspección Naval,Presencial,40,2025-09-01,24,9000
ADM006,Gerente de Terminal Marítima,"Responsable de P&L y gestión estratégica del puerto.",Dirección Portuaria,Presencial,48,2025-08-12,Indefinido,18000
ADM007,Analista en Comercio Internacional,"Trámites aduaneros y operaciones de import/export.",Comercio Exterior,Remoto,40,2025-08-18,24,6000
ADM008,Consultor en Gestión Portuaria,"Asesoría en optimización de procesos logísticos.",Consultoría Portuaria,Remoto,30,2025-08-22,20,10000
ADM009,Coordinador de Flota,"Programación y control de buques y rutas.",Gestión de Flota,Presencial,45,2025-08-08,24,8500
ADM010,Docente en Administración Marítima,"Imparte cursos en escuela naval o universitaria.",Docencia Técnica,Presencial,20,2025-08-10,24,7000
CA001,Especialista en Calidad de Alimentos,"Control de calidad, inocuidad y normativas.",Calidad Alimentaria,Presencial,40,2025-08-01,24,1900
CA002,Analista de Laboratorio de Alimentos,"Análisis microbiológicos y físicos-químicos en planta.",Laboratorio,Presencial,40,2025-08-10,24,1800
CA003,Coordinador de Producción Alimentaria,"Supervisión de procesos y eficiencia productiva.",Producción,Presencial,45,2025-08-05,24,2100
CA004,Ingeniero de Desarrollo de Producto,"Formulación de nuevos alimentos y pruebas sensoriales.",I+D Alimentario,Híbrido,35,2025-08-20,24,2000
CA005,Auditor de Sistemas HACCP,"Implementación y auditoría de sistemas de inocuidad.",Inocuidad Alimentaria,Remoto,30,2025-09-01,24,2200
CA006,Consultor en Normativa Alimentaria,"Asesoría en etiquetado, registro y certificaciones.",Regulación Alimentaria,Remoto,30,2025-08-12,2300
CA007,Especialista en Seguridad Alimentaria,"Gestión de riesgos y trazabilidad en cadena.",Seguridad Alimentaria,Presencial,40,2025-08-18,24,2500
CA008,Coordinador de Calidad en Elaboración,"Supervisión de calidad en planta de alimentos.",Calidad,Presencial,40,2025-08-22,24,2100
CA009,Formador Tecnológico de Alimentos,"Capacitación a técnicos y producción en terreno.",Capacitación,Presencial,30,2025-08-08,24,2000
CA010,Jefe de Planta de Alimentos,"Responsable general del área productiva.",Gerencia de Producción,Presencial,45,2025-08-10,Indefinido,3000
CF001,Técnico Forense Junior,"Recolección de pruebas y cadena de custodia.",Investigación Forense,Presencial,40,2025-08-01,24,1700
CF002,Analista de Evidencia Digital,"Peritaje forense en dispositivos electrónicos.",Forense Digital,Remoto,40,2025-08-15,24,2500
CF003,Asistente de Autopsia,"Apoyo a médicos forenses en sala de necropsia.",Medicina Forense,Presencial,40,2025-08-05,24,3000
CF004,Criminalista Especializado,"Procesamiento batallón forense y balística.",Balística Forense,Presencial,40,2025-08-20,24,3500
CF005,Investigador Forense,"Coordinación de escenas del crimen y peritaje.",Investigador Criminal,Presencial,45,2025-09-01,24,4000
CF006,Genetista Forense,"Análisis de ADN y elaboración de perfiles genéticos.",ADN Forense,Presencial,40,2025-08-12,24,4500
CF007,Coordinador de Criminalística,"Supervisión de laboratorio forense.",Gestión Forense,Presencial,40,2025-08-18,24,5000
CF008,Forense Químico,"Análisis de sustancias y toxicología en laboratorio.",Toxicología,Presencial,40,2025-08-22,24,3000
CF009,Docente en Criminalística,"Formación técnica en instituto o universidad.",Docencia Forense,Presencial,20,2025-08-08,24,3200
CF010,Consultor Forense Privado,"Apoyo pericial en casos civiles y penales.",Consultoría Forense,Remoto,30,2025-08-10,20,2800
CF001,Técnico Forense Junior,"Recolección de pruebas y cadena de custodia.",Investigación Forense,Presencial,40,2025-08-01,24,1700
CF002,Analista de Evidencia Digital,"Peritaje forense en dispositivos electrónicos.",Forense Digital,Remoto,40,2025-08-15,24,2500
CF003,Asistente de Autopsia,"Apoyo a médicos forenses en sala de necropsia.",Medicina Forense,Presencial,40,2025-08-05,24,3000
CF004,Criminalista Especializado,"Procesamiento batallón forense y balística.",Balística Forense,Presencial,40,2025-08-20,24,3500
CF005,Investigador Forense,"Coordinación de escenas del crimen y peritaje.",Investigador Criminal,Presencial,45,2025-09-01,24,4000
CF006,Genetista Forense,"Análisis de ADN y elaboración de perfiles genéticos.",ADN Forense,Presencial,40,2025-08-12,24,4500
CF007,Coordinador de Criminalística,"Supervisión de laboratorio forense.",Gestión Forense,Presencial,40,2025-08-18,24,5000
CF008,Forense Químico,"Análisis de sustancias y toxicología en laboratorio.",Toxicología,Presencial,40,2025-08-22,24,3000
CF009,Docente en Criminalística,"Formación técnica en instituto o universidad.",Docencia Forense,Presencial,20,2025-08-08,24,3200
CF010,Consultor Forense Privado,"Apoyo pericial en casos civiles y penales.",Consultoría Forense,Remoto,30,2025-08-10,20,2800
BIB001,Bibliotecólogo CAS Gestion documental,"Organización y digitalización de archivos bibliográficos.",Archivo/Digital,Presencial,40,2025-08-01,24,5000
BIB002,Especialista en Referencia Académica,"Atención a consultas y apoyo a investigadores.",Referencia,Presencial,40,2025-08-10,24,3200
BIB003,Archivero de Biblioteca Universitaria,"Gestión de colecciones y preservación de publicaciones.",Archivo,Presencial,40,2025-08-05,24,3000
BIB004,Coordinador de Biblioteca Escolar,"Planificación de actividades de fomento de lectura.",Educativo,Presencial,35,2025-08-20,12,2200
BIB005,Técnico en Catalogación,"Clasificación y descripción de nuevos materiales.",Catalogación,Remoto,30,2025-09-01,24,1800
BIB006,Digitalizador de Revistas,"Escaneo y mantenimiento de revistas y periódicos.",Digitalización,Remoto,30,2025-08-12,12,1700
BIB007,Curador de Colección Especial,"Selección y conservación de colecciones patrimoniales.",Curaduría,Presencial,40,2025-08-18,24,3500
BIB008,Docente de Biblioteconomía,"Imparte cursos en universidades o institutos.",Docencia,Presencial,20,2025-08-22,24,4000
BIB009,Gestor de Biblioteca Comunitaria,"Organización de eventos culturales y préstamos.",Gestión Comunitaria,Presencial,40,2025-08-08,24,2300
BIB010,Analista de Gestión del Conocimiento,"Implementación de sistemas de información en empresa.",KM Corporativo,Híbrido,35,2025-08-10,24,3600
TRAD001,Traductor Corporativo,"Traducción técnica de contratos y manuales.",Traducción,Remoto,40,2025-08-01,24,2800
TRAD002,Intérprete Simultáneo,"Interpretación en conferencias y encuentros empresariales.",Interpretación,Presencial,40,2025-08-10,24,3500
TRAD003,Traductor Freelance Especializado,"Proyectos en áreas legales o técnicas.",Freelance,Remoto,30,2025-08-05,20,2500
TRAD004,Intérprete Telefónico,"Interpretación en call center para usuarios internacionales.",Teleinterpretación,Remoto,40,2025-08-20,24,1820
TRAD005,Localizador de Software,"Adaptación de interfaces y documentación.",Localización,Remoto,30,2025-09-01,24,3000
TRAD006,Editor-Corrector de Traducciones,"Revisión de calidad y estilo lingüístico.",Edición,Remoto,30,2025-08-12,24,2400
TRAD007,Intérprete Médico,"Interpretación en entornos clínicos o hospitalarios.",Interpretación,Presencial,40,2025-08-18,24,4500
TRAD008,Traductor Jurado,"Traducciones legales certificadas.",Traducción Legal,Presencial,20,2025-08-22,24,3200
TRAD009,Formador de Idiomas,"Docencia de traducción en institutos o universidades.",Docencia,Presencial,20,2025-08-08,24,2500
TRAD010,Coordinador de Proyectos Lingüísticos,"Gestión de equipos de traductores en empresa.",Gestión,Remoto,35,2025-08-10,24,4000
MEC001,Mecánico Automotriz General,"Diagnóstico y reparación de vehículos de pasajeros.",Taller Automotriz,Presencial,40,2025-08-01,Indefinido,1600
MEC002,Técnico Mecánico Automotriz,"Revisión preventiva y afinamiento general.",Taller Automotriz,Presencial,40,2025-08-10,Indefinido,1500
MEC003,Inspector PDI Automotriz,"Revisión pre-entrega en agencia.",Control de Calidad,Presencial,40,2025-08-05,Indefinido,1500
MEC004,Mecánico Electricista Automotriz,"Reparación de sistemas eléctricos y electrónicos.",Especialidad Eléctrica,Presencial,40,2025-08-20,Indefinido,1819
MEC005,Mecánico de Flotas,"Administración y mantenimiento de flotillas vehiculares.",Logística,Presencial,45,2025-09-01,Indefinido,1700
MEC006,Mecánico de Camiones Pesados,"Servicio y reparación de vehículos de carga.",Mecánica Pesada,Presencial,45,2025-08-12,Indefinido,2000
MEC007,Supervisor de Taller,"Coordinación de equipo y calidad técnica.",Gestión de Taller,Presencial,40,2025-08-18,Indefinido,2200
MEC008,Técnico en Inyección Electrónica,"Diagnóstico de sistemas de combustible moderno.",Especialidad,Presencial,40,2025-08-22,Indefinido,1800
MEC009,Mecánico a Domicilio,"Servicio técnico personalizado en hogar o empresa.",Servicio Móvil,Presencial,40,2025-08-08,Indefinido,1800
MEC010,Instructor de Mecánica,"Formación técnica en institutos o academia.",Docencia,Presencial,20,2025-08-10,24,2000
EI001,Técnico Electricista Industrial,"Instalación y mantenimiento de sistemas eléctricos industriales.",Producción,Presencial,40,2025-08-01,Indefinido,1734
EI002,Supervisor de Mantenimiento Eléctrico,"Coordinación de equipo y mantenimiento en planta.",Mantenimiento,Presencial,45,2025-08-10,Indefinido,2500
EI003,Ingeniero Eléctrico Junior,"Apoyo en diseño de tableros y sistemas eléctricos.",Diseño Eléctrico,Híbrido,35,2025-08-05,24,3000
EI004,Especialista en Control Industrial,"Implementación y configuración de PLCs y SCADA.",Automatización,Remoto,35,2025-08-20,24,3500
EI005,Electricista de Alta Tensión,"Operación en subestaciones y sistemas de distribución.",Energía,Presencial,40,2025-09-01,Indefinido,3200
EI006,Técnico de Instrumentación Eléctrica,"Medición y calibración de instrumentos en planta.",Instrumentación,Presencial,40,2025-08-12,24,2000
EI007,Coordinador Eléctrico de Obra,"Supervisión de instalación eléctrica en obras.",Construcción,Presencial,45,2025-08-18,24,2800
EI008,Mantenedor de Motores Industriales,"Mantenimiento preventivo y correctivo de motores.",Mantenimiento,Presencial,40,2025-08-22,Indefinido,2200
EI009,Inspector Eléctrico de Seguridad,"Verificación de normas y protocolos en instalaciones.",Seguridad Eléctrica,Presencial,40,2025-08-08,24,2400
EI010,Formador Técnico en Electricidad Industrial,"Capacitación a personal en SENATI o empresa.",Docencia Técnica,Presencial,20,2025-08-10,24,2600
EL001,Técnico en Electrónica,"Reparación de equipos electrónicos y circuitos.",Mantenimiento,Presencial,40,2025-08-01,Indefinido,1529
EL002,Técnico en Telecomunicaciones,"Instalación y diagnóstico de redes y antenas.",Comunicaciones,Presencial,40,2025-08-10,Indefinido,1600
EL003,Ingeniero Electrónico Junior,"Diseño y pruebas de prototipos electrónicos.",I+D,Remoto,35,2025-08-05,24,3200
EL004,Especialista en Control de Calidad Electrónico,"Pruebas y validación en línea de montaje.",Calidad,Presencial,40,2025-08-20,24,2500
EL005,Técnico en Audio e Iluminación,"Instalación y mantenimiento de sistemas de sonido.",Eventos,Presencial,40,2025-09-01,24,1800
EL006,Electrónico en Mantenimiento Aeronáutico,"Soporte en sistemas electrónicos de aeronaves.",Aeronáutica,Presencial,40,2025-08-12,24,2800
EL007,Técnico en Domótica,"Instalación de sistemas smart en viviendas e industrias.",Automatización,Presencial,40,2025-08-18,24,2200
EL008,Formador Técnico en Electrónica,"Docencia en instituto o academia técnica.",Docencia Técnica,Presencial,20,2025-08-22,24,2600
EL009,Consultor en Sistemas Embebidos,"Desarrollo y asesoría para proyectos IoT.",Consultoría,Remoto,30,2025-08-08,24,3000
EL010,Inspector de Instalaciones Electrónicas,"Revisión conforme a normas técnicas.",Seguridad,Presencial,40,2025-08-10,24,2400
RC001,Técnico en Refrigeración Industrial,"Mantenimiento de sistemas de frío en planta.",Mantenimiento,Presencial,40,2025-08-01,Indefinido,1927
RC002,Técnico en Climatización Compleja,"Instalación y servicio de HVAC en edificios.",HVAC,Presencial,40,2025-08-10,Indefinido,2200
RC003,Especialista en Refrigeración Comercial,"Servicio en supermercados y centros comerciales.",Comercial,Presencial,40,2025-08-05,Indefinido,2100
RC004,Supervisor de Climatización,"Coordinación de proyectos e instalaciones.",Gestión de Proyectos,Híbrido,35,2025-08-20,24,2800
RC005,Ingeniero en Refrigeración Industrial,"Diseño y cálculo térmico en planta industrial.",Diseño,Remoto,35,2025-09-01,24,3200
RC006,Inspector de Sistemas HVAC,"Revisión de cumplimiento de normativas técnicas.",Seguridad,Presencial,40,2025-08-12,24,2400
RC007,Formador en Climatización,"Docencia en SENATI o centros técnicos.",Docencia Técnica,Presencial,20,2025-08-18,24,2300
RC008,Consultor en Eficiencia Energética HVAC,"Optimización de sistemas térmicos en edificios.",Consultoría,Remoto,30,2025-08-22,24,3000
RC009,Técnico de Mantenimiento de Chillers,"Mantenimiento de sistemas de enfriamiento industrial.",Mantenimiento,Presencial,40,2025-08-08,Indefinido,2300
RC010,Coordinador de Proyectos HVAC,"Planificación y ejecución de instalaciones de climatización.",Project Management,Presencial,40,2025-08-10,24,3000
TEL001,Técnico en Telecomunicaciones,"Instalación y mantenimiento de redes e infraestructura.",Soporte,Presencial,40,2025-08-01,Indefinido,1671
TEL002,Ingeniero de Redes Junior,"Configuración de routers, switches y seguridad de red.",Redes,Híbrido,40,2025-08-10,24,2801
TEL003,Supervisor de Instalaciones de Telecom,"Coordinación técnica en campo y control de calidad.",Supervisión,Presencial,45,2025-08-05,Indefinido,2200
TEL004,Técnico en Fibra Óptica,"Instalación y prueba de enlaces de comunicación.",Instalación,Presencial,40,2025-08-20,24,1700
TEL005,Analista de Telecomunicaciones,"Monitoreo de redes y resolución de incidencias.",Operaciones,Remoto,40,2025-09-01,24,2000
TEL006,Coordinador de Proyectos Telecom,"Gestión de proyectos técnicos y cronogramas.",Project Management,Presencial,40,2025-08-12,24,3000
TEL007,Técnico de Soporte de Telecom,"Asistencia en mantenimiento preventivo y correctivo.",Soporte,Presencial,40,2025-08-18,Indefinido,1650
TEL008,Ingeniero en Telecomunicaciones Senior,"Arquitectura e integración de sistemas de comunicación.",Diseño,Remoto,40,2025-08-22,24,3500
TEL009,Configurador de Equipos CWDM/DWDM,"Trabajo con equipos de multiplexación densa.",Especialista,Presencial,40,2025-08-08,24,2400
TEL010,Formador Técnico en Telecom,"Capacitación técnica en institutos como SENATI.",Docencia Técnica,Presencial,20,2025-08-10,24,2600
AGR001,Técnico Agrícola,"Apoyo en producción y manejo de cultivos.",Campo,Presencial,40,2025-08-01,Indefinido,1500
AGR002,Coordinador de Campo Agrícola,"Supervisión de labores agrícolas y equipo.",Supervisión,Presencial,45,2025-08-10,24,3000
AGR003,Ingeniero Agrónomo Junior,"Asistencia técnica en mejoras de cultivos.",I+D Agrícola,Remoto,40,2025-08-05,24,1800
AGR004,Asesor en Riego y Fertilización,"Optimización de recursos hídricos y nutrientes.",Especialista,Presencial,40,2025-08-20,24,2000
AGR005,Analista de Producción Agrícola,"Monitoreo de rendimiento y registro de datos.",Control de Producción,Remoto,35,2025-09-01,24,1600
AGR006,Supervisor de Cosecha,"Planeación y coordinación de recolección de productos.",Operaciones,Presencial,45,2025-08-12,24,2500
AGR007,Técnico en Sanidad Vegetal,"Control de plagas y enfermedades en cultivos.",Sanidad,Presencial,40,2025-08-18,24,1700
AGR008,Gerente de Finca,"Administración integral de operaciones agrícolas.",Dirección,Presencial,45,2025-08-22,Indefinido,4000
AGR009,Instructor Agrícola,"Capacitación a agricultores en prácticas agrícolas.",Docencia,Presencial,20,2025-08-08,24,1800
AGR010,Consultor Agrícola Freelance,"Asesoría técnica en proyectos agrícolas.",Consultoría,Remoto,30,2025-08-10,24,2300
SW001,Desarrollador de Software Junior,"Colaboración en desarrollo frontend/backend.",Desarrollo,Presencial,40,2025-08-01,24,2600
SW002,Programador Backend,"Desarrollo de lógica de negocio y bases de datos.",Backend,Remoto,40,2025-08-10,24,3000
SW003,Frontend Developer,"Implementación de interfaces y user experience.",Frontend,Remoto,40,2025-08-05,24,2800
SW004,Desarrollador Full‑Stack,"Proyectos completos de backend y frontend.",Full‑Stack,Híbrido,40,2025-08-20,24,3300
SW005,DevOps Engineer,"Automatización y gestión de infraestructura CI/CD.",DevOps,Remoto,40,2025-09-01,24,4000
SW006,Mobile Developer,"Desarrollo de apps móviles iOS o Android.",Móvil,Remoto,40,2025-08-12,24,2800
SW007,QA Automation Engineer,"Pruebas automatizadas y aseguramiento de calidad.",Testing,Remoto,35,2025-08-18,24,3200
SW008,Senior Software Engineer,"Liderazgo técnico y mentoría en equipo.",Senior,Híbrido,40,2025-08-22,24,6000
SW009,Technical Lead,"Coordinación de equipos y diseño de arquitectura.",Liderazgo,Híbrido,40,2025-08-08,24,7000
SW010,Software Engineer Freelance,"Desarrollo freelance para clientes locales/extranjeros.",Freelance,Remoto,30,2025-08-10,24,5000
ML001,Ingeniero de Machine Learning Junior,"Desarrollo de modelos básicos y limpieza de datos.",ML,Remoto,40,2025-08-01,24,3000
ML002,ML Engineer,"Implementación de pipelines de ML en producción.",Ingeniería de ML,Híbrido,40,2025-08-10,24,5000
ML003,Científico de Datos con ML,"Modelado predictivo y optimización de algoritmos.",Data Science,Remoto,40,2025-08-05,24,6000
ML004,Ingeniero ML Senior,"Despliegue en Azure y optimización de modelos.",ML Senior,Presencial,40,2025-08-20,Indefinido,8000
ML005,ML Engineer Agroindustrial,"Modelos ML en sector agroindustria (Michael Page)",ML Agroindustrial,Presencial,40,2025-09-01,Indefinido,12000
ML006,Investigador de Aprendizaje Profundo,"Desarrollo de redes neuronales y DL.",Deep Learning,Remoto,40,2025-08-12,24,7000
ML007,Especialista en Visión por Computadora,"Modelo CV para detección de imágenes.",Visión Computacional,Remoto,40,2025-08-18,24,7000
ML008,Ingeniero MLOps,"Automatización y escalabilidad de modelos en nube.",MLOps,Híbrido,40,2025-08-22,24,6500
ML009,Analista ML para fintech,"Modelos de riesgo crediticio y scoring.",Fintech,Remoto,35,2025-08-08,24,5500
ML010,Docente de Machine Learning,"Impartir cursos y laboratorios en instituto.",Docencia ML,Presencial,20,2025-08-10,24,4000
